,name,text
243,HiKu7 580  610 Watt Monocrystalline PERC R Series 595W,name: HiKu7 580  610 Watt Monocrystalline PERC R Series 595W; Manufacturer (Brand): Canadian Solar; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 35mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 595.0; weight: 14.06; product url: [HiKu7. 580 - 610 Watt. Monocrystalline PERC. R Series (595W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku7-580-610-watt-monocrystalline-perc-r-series-595w-)
244,RSM1328645BMDG665BMDG  645  665 Watt 660W BMDG,name: RSM1328645BMDG665BMDG  645  665 Watt 660W BMDG; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2384 x 1303 x 35mm; Number of cells: 132.0; Application: Commercial; minimum wattage: 660.0; weight: 38.5; product url: [RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (660W) BMDG](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm132-8-645bmdg-665bmdg-645-665-watt-660w-bmdg)
245,"Vertex BACKSHEET MONOCRYSTALLINE MODULE	 380  400 Watt 395W","name: Vertex BACKSHEET MONOCRYSTALLINE MODULE	 380  400 Watt 395W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 1754 x 1096 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 395.0; weight: 21.0; product url: [Vertex BACKSHEET MONOCRYSTALLINE MODULE	- 380 - 400 Watt (395W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-vertex-backsheet-monocrystalline-module-380-400-watt-395w-)"
246,Tiger Neo Ntype 78HL4V 610630 Watt Mono Facial Module NType 615W,name: Tiger Neo Ntype 78HL4V 610630 Watt Mono Facial Module NType 615W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 2465 x 1134 x 30mm; Number of cells: 156.0; Application: Commercial; minimum wattage: 615.0; weight: 13.88; product url: [Tiger Neo N-type 78HL4-(V). 610-630 Watt. Mono Facial Module. N-Type. (615W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-neo-n-type-78hl4-v-610-630-watt-mono-facial-module-n-type-615w-)
247,Tiger Neo Ntype 78HL4V 610630 Watt Mono Facial Module NType 625W,name: Tiger Neo Ntype 78HL4V 610630 Watt Mono Facial Module NType 625W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 2465 x 1134 x 30mm; Number of cells: 156.0; Application: Commercial; minimum wattage: 625.0; weight: 13.88; product url: [Tiger Neo N-type 78HL4-(V). 610-630 Watt. Mono Facial Module. N-Type. (625W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-neo-n-type-78hl4-v-610-630-watt-mono-facial-module-n-type-625w-)
248,Monocrystalline high power solar module  PENTA+ Premium 290  305 Watt 290W,name: Monocrystalline high power solar module  PENTA+ Premium 290  305 Watt 290W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline PERC; Cell Dimensions: 1654 x 989 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 290.0; weight: 18.2; product url: [Monocrystalline high power solar module - PENTA+ Premium- 290 - 305 Watt (290W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-high-power-solar-module-penta-premium-290-305-watt-290w-)
249,DEEP BLUE 30  JAM72S30  530  555 Watt 540W,name: DEEP BLUE 30  JAM72S30  530  555 Watt 540W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 2278 x 1134 x 35mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 540.0; weight: 28.1; product url: [DEEP BLUE 3.0 - JAM72S30 - 530 - 555 Watt (540W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-deep-blue-3-0-jam72s30-530-555-watt-540w-)
250,HiKu6 395  420 Watt Monocrystalline PERC  405W,name: HiKu6 395  420 Watt Monocrystalline PERC  405W; Manufacturer (Brand): Canadian Solar; Cell Type: Monocrystalline; Cell Dimensions: 1722 x 1134 x 30mm; Number of cells: 108.0; Application: Residential; minimum wattage: 405.0; weight: 9.66; product url: [HiKu6. 395 - 420 Watt. Monocrystalline PERC.  (405W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku6-395-420-watt-monocrystalline-perc-405w-)
251,HiMO 4m  355  375 Watt 365W,name: HiMO 4m  355  375 Watt 365W; Manufacturer (Brand): LONGi; Cell Type: nan; Cell Dimensions: 1755 x 1038 x 35mm; Number of cells: 120.0; Application: Residential; minimum wattage: 365.0; weight: 19.5; product url: [Hi-MO 4m - 355 - 375 Watt (365W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hi-mo-4m-355-375-watt-365w-)
252,LG NeON H  144 Cell  Monocrystalline  445  450 450W,name: LG NeON H  144 Cell  Monocrystalline  445  450 450W; Manufacturer (Brand): LG Solar; Cell Type: Monocrystalline; Cell Dimensions: 2110 x 1042 x 40mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 450.0; weight: 23.0; product url: [LG NeON H - 144 Cell - Monocrystalline - 445 - 450 (450W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lg-neon-h-144-cell-monocrystalline-445-450-450w-)
253,RSM1328645BMDG665BMDG  645  665 Watt 655W,name: RSM1328645BMDG665BMDG  645  665 Watt 655W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2384 x 1303 x 35mm; Number of cells: 132.0; Application: Commercial; minimum wattage: 655.0; weight: 41.0; product url: [RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (655W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm132-8-645bmdg-665bmdg-645-665-watt-655w-)
254,Tiger Neo Ntype 60HL4V 460480 Watt MonoFacial Module NType 460W,name: Tiger Neo Ntype 60HL4V 460480 Watt MonoFacial Module NType 460W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 1903 x 1134 x 30mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 460.0; weight: 10.98; product url: [Tiger Neo N-type 60HL4-(V). 460-480 Watt. Mono-Facial Module. N-Type. (460W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-neo-n-type-60hl4-v-460-480-watt-mono-facial-module-n-type-460w-)
255,DEEP BLUE 30  JAM54S30   395  420 Watt 415W,name: DEEP BLUE 30  JAM54S30   395  420 Watt 415W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 1722 x 1134 x 30mm; Number of cells: 108.0; Application: Residential; minimum wattage: 415.0; weight: 21.5; product url: [DEEP BLUE 3.0 - JAM54S30  - 395 - 420 Watt (415W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-deep-blue-3-0-jam54s30-395-420-watt-415w-)
256,HiMO 5m  535  555 Watt 555W,name: HiMO 5m  535  555 Watt 555W; Manufacturer (Brand): LONGi; Cell Type: nan; Cell Dimensions: 2256 x 1133 x 35mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 555.0; weight: 27.2; product url: [Hi-MO 5m - 535 - 555 Watt (555W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hi-mo-5m-535-555-watt-555w-)
257,HiMO 5m  535  555 Watt 550W,name: HiMO 5m  535  555 Watt 550W; Manufacturer (Brand): LONGi; Cell Type: nan; Cell Dimensions: 2256 x 1133 x 35mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 550.0; weight: 27.2; product url: [Hi-MO 5m - 535 - 555 Watt (550W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hi-mo-5m-535-555-watt-550w-)
258,QPEAK DUO BLKMLG10+ SERIES  385  405 Watt 390W,name: QPEAK DUO BLKMLG10+ SERIES  385  405 Watt 390W; Manufacturer (Brand): Q Cells; Cell Type: Monocrystalline; Cell Dimensions: 1879 x 1045 x 32mm; Number of cells: 132.0; Application: Residential; minimum wattage: 390.0; weight: 22.0; product url: [Q.PEAK DUO BLKML-G10+ SERIES - 385 - 405 Watt (390W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-q-peak-duo-blkml-g10-series-385-405-watt-390w-)
259,LG NeON R 60 cell Monocrystalline 365W  385 Watt 375W,name: LG NeON R 60 cell Monocrystalline 365W  385 Watt 375W; Manufacturer (Brand): LG Solar; Cell Type: Monocrystalline; Cell Dimensions: 1700 x 1016 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 375.0; weight: 17.5; product url: [LG NeON R 60 cell Monocrystalline 365W - 385 Watt (375W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lg-neon-r-60-cell-monocrystalline-365w-385-watt-375w-)
260,Tiger NType 60TR 355375 Watt MonoFacial All Black 375W,name: Tiger NType 60TR 355375 Watt MonoFacial All Black 375W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 1692 x 1029 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 375.0; weight: 8.62; product url: [Tiger N-Type 60TR. 355-375 Watt. Mono-Facial. All Black. (375W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-n-type-60tr-355-375-watt-mono-facial-all-black-375w-)
261,Cheetah HC 60MB 320340 Watt Monocrystalline PERC Half Cell Model 340W,name: Cheetah HC 60MB 320340 Watt Monocrystalline PERC Half Cell Model 340W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline PERC; Cell Dimensions: 1684 x 1002 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 340.0; weight: 8.39; product url: [Cheetah HC 60MB. 320-340 Watt. Monocrystalline PERC Half Cell Model (340W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-cheetah-hc-60mb-320-340-watt-monocrystalline-perc-half-cell-model-340w-)
262,Monocrystalline PV Module  PENTA+ Premium M6  350  365 Watt 355W,name: Monocrystalline PV Module  PENTA+ Premium M6  350  365 Watt 355W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1755 x 1038 x 35mm; Number of cells: nan; Application: Residential; minimum wattage: 355.0; weight: 20.0; product url: [Monocrystalline PV Module - PENTA+ Premium M6 - 350 - 365 Watt (355W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-pv-module-penta-premium-m6-350-365-watt-355w-)
263,Duomax BIFACIAL DUAL GLASS 72LAYOUT MODULE  350  370 Watt 355W,name: Duomax BIFACIAL DUAL GLASS 72LAYOUT MODULE  350  370 Watt 355W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 2000 x 1000 x 25mm; Number of cells: 72.0; Application: Residential; minimum wattage: 355.0; weight: 31.0; product url: [Duomax BIFACIAL DUAL GLASS 72-LAYOUT MODULE - 350 - 370 Watt (355W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-duomax-bifacial-dual-glass-72-layout-module-350-370-watt-355w-)
264,Eagle 78TR G4b 445465 Watt Tiling Ribbon Bifacial Module  450W,name: Eagle 78TR G4b 445465 Watt Tiling Ribbon Bifacial Module  450W; Manufacturer (Brand): Jinko Solar; Cell Type: Tiling Ribbon Bifacial Module; Cell Dimensions: 2205 x 1032 x 40mm; Number of cells: 156.0; Application: Commercial; minimum wattage: 450.0; weight: 12.02; product url: [Eagle 78TR G4b. 445-465 Watt. Tiling Ribbon Bifacial Module.  (450W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-eagle-78tr-g4b-445-465-watt-tiling-ribbon-bifacial-module-450w-)
265,Mono 420W MBB HalfCell Module  400  420 Watt 410W,name: Mono 420W MBB HalfCell Module  400  420 Watt 410W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 2015 x 996 x 35mm; Number of cells: 144.0; Application: Residential; minimum wattage: 410.0; weight: 22.4; product url: [Mono 420W MBB Half-Cell Module - 400 - 420 Watt (410W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-420w-mbb-half-cell-module-400-420-watt-410w-)
266,Polycrystalline PV Module  PENTA Classic  265  280 Watt 265W,name: Polycrystalline PV Module  PENTA Classic  265  280 Watt 265W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1650 x 992 x 35mm; Number of cells: nan; Application: Residential; minimum wattage: 265.0; weight: 18.4; product url: [Polycrystalline PV Module - PENTA Classic - 265 - 280 Watt (265W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-polycrystalline-pv-module-penta-classic-265-280-watt-265w-)
267,Tiger Pro 72HC 540560 Watt MonoFacial Module 545W,name: Tiger Pro 72HC 540560 Watt MonoFacial Module 545W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline; Cell Dimensions: 2278 x 1134 x 30mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 545.0; weight: 12.7; product url: [Tiger Pro 72HC. 540-560 Watt. Mono-Facial Module. (545W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-pro-72hc-540-560-watt-mono-facial-module-545w-)
268,Tallmax Plus FRAMED 144 HALFCELL MODULE  345  395 Watt 360W,name: Tallmax Plus FRAMED 144 HALFCELL MODULE  345  395 Watt 360W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 2000 x 992 x 40mm; Number of cells: 144.0; Application: Residential; minimum wattage: 360.0; weight: 23.0; product url: [Tallmax Plus FRAMED 144 HALF-CELL MODULE - 345 - 395 Watt (360W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tallmax-plus-framed-144-half-cell-module-345-395-watt-360w-)
269,HiKu7 580  610 Watt Monocrystalline PERC  585W,name: HiKu7 580  610 Watt Monocrystalline PERC  585W; Manufacturer (Brand): Canadian Solar; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 35mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 585.0; weight: 14.06; product url: [HiKu7. 580 - 610 Watt. Monocrystalline PERC.  (585W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku7-580-610-watt-monocrystalline-perc-585w-)
270,Series 6 Plus  455   480 Watt 455W,name: Series 6 Plus  455   480 Watt 455W; Manufacturer (Brand): First Solar; Cell Type: Thin-film; Cell Dimensions: 2024 x 1245 x nanmm; Number of cells: 268.0; Application: Commercial; minimum wattage: 455.0; weight: 34.0; product url: [Series 6 Plus - 455  - 480 Watt (455W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-series-6-plus-455-480-watt-455w-)
271,HiHero 415  440 Watt High Efficiency Heterojunction Cell Technology  430W,name: HiHero 415  440 Watt High Efficiency Heterojunction Cell Technology  430W; Manufacturer (Brand): Canadian Solar; Cell Type: HJT cells; Cell Dimensions: 1722 x 1134 x 30mm; Number of cells: 108.0; Application: Commercial; minimum wattage: 430.0; weight: 10.43; product url: [HiHero. 415 - 440 Watt. High Efficiency Heterojunction Cell Technology.  (430W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hihero-415-440-watt-high-efficiency-heterojunction-cell-technology-430w-)
272,RSM1328645BMDG665BMDG  645  665 Watt 650W,name: RSM1328645BMDG665BMDG  645  665 Watt 650W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2384 x 1303 x 35mm; Number of cells: 132.0; Application: Commercial; minimum wattage: 650.0; weight: 41.0; product url: [RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (650W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm132-8-645bmdg-665bmdg-645-665-watt-650w-)
273,Tiger Pro 72HCBDVP 530550 Watt Bifacial Module with Dual Glass 535W,name: Tiger Pro 72HCBDVP 530550 Watt Bifacial Module with Dual Glass 535W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline; Cell Dimensions: 2278 x 1134 x 30mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 535.0; weight: 14.51; product url: [Tiger Pro 72HC-BDVP. 530-550 Watt. Bifacial Module with Dual Glass (535W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-pro-72hc-bdvp-530-550-watt-bifacial-module-with-dual-glass-535w-)
274,Tallmax FRAMED 144 HALFCELL MULTIBUSBAR MODULE  395  420 Watt 400W,name: Tallmax FRAMED 144 HALFCELL MULTIBUSBAR MODULE  395  420 Watt 400W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline PERC; Cell Dimensions: 2015 x 996 x 35mm; Number of cells: 144.0; Application: Residential; minimum wattage: 400.0; weight: 22.0; product url: [Tallmax FRAMED 144 HALF-CELL MULTI-BUSBAR MODULE - 395 - 420 Watt (400W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tallmax-framed-144-half-cell-multi-busbar-module-395-420-watt-400w-)
275,Monocrystalline PV Module  Astro 5s 395  410 Watt 400W,name: Monocrystalline PV Module  Astro 5s 395  410 Watt 400W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1708 x 1133 x 30mm; Number of cells: nan; Application: Residential; minimum wattage: 400.0; weight: 21.5; product url: [Monocrystalline PV Module - Astro 5s -395 - 410 Watt (400W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-pv-module-astro-5s-395-410-watt-400w-)
276,Tiger Neo Ntype 54HL4B 400420 Watt All Black Module NType 405W,name: Tiger Neo Ntype 54HL4B 400420 Watt All Black Module NType 405W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 1722 x 1134 x 30mm; Number of cells: 108.0; Application: Residential; minimum wattage: 405.0; weight: 9.98; product url: [Tiger Neo N-type 54HL4-B. 400-420 Watt. All Black Module. N-Type. (405W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-neo-n-type-54hl4-b-400-420-watt-all-black-module-n-type-405w-)
277,Monocrystalline PV Module  Astro 5s  390  405 Watt 390W,name: Monocrystalline PV Module  Astro 5s  390  405 Watt 390W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1708 x 1133 x 30mm; Number of cells: nan; Application: Residential; minimum wattage: 390.0; weight: 21.5; product url: [Monocrystalline PV Module - Astro 5s - 390 - 405 Watt (390W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-pv-module-astro-5s-390-405-watt-390w-)
278,Vertex Mono BACKSHEET MONOCRYSTALLINE MODULE  380  405 Watt 395W,name: Vertex Mono BACKSHEET MONOCRYSTALLINE MODULE  380  405 Watt 395W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 1754 x 1096 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 395.0; weight: 21.0; product url: [Vertex Mono BACKSHEET MONOCRYSTALLINE MODULE - 380 - 405 Watt (395W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-vertex-mono-backsheet-monocrystalline-module-380-405-watt-395w-)
279,PREMIUM FULL BLACK MONO NTYPE SOLAR PANELS > 350370 Watt 350W,name: PREMIUM FULL BLACK MONO NTYPE SOLAR PANELS > 350370 Watt 350W; Manufacturer (Brand): REC Solar; Cell Type: Half-Cell; Cell Dimensions: 1755 x 1040 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 350.0; weight: 20.0; product url: [PREMIUM FULL BLACK MONO N-TYPE SOLAR PANELS > 350-370 Watt (350W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-premium-full-black-mono-n-type-solar-panels-350-370-watt-350w-)
280,"RSM1208580BMDG605BMDG	  580  605 Watt 580W","name: RSM1208580BMDG605BMDG	  580  605 Watt 580W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 35mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 580.0; weight: 35.0; product url: [RSM120-8-580BMDG-605BMDG	-  580 - 605 Watt (580W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm120-8-580bmdg-605bmdg-580-605-watt-580w-)"
281,BiHiKu7 580610 Watt Bifacial Monocrystalline PERC  605W,name: BiHiKu7 580610 Watt Bifacial Monocrystalline PERC  605W; Manufacturer (Brand): Canadian Solar; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 33mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 605.0; weight: 15.65; product url: [BiHiKu7. 580-610 Watt. Bifacial Monocrystalline PERC.  (605W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-bihiku7-580-610-watt-bifacial-monocrystalline-perc-605w-)
282,Tiger Neo Ntype 72HL49V 565585 Watt Mono Facial Module NType 565W,name: Tiger Neo Ntype 72HL49V 565585 Watt Mono Facial Module NType 565W; Manufacturer (Brand): Jinko Solar; Cell Type: N-type Monocrystalline; Cell Dimensions: 2278 x 1134 x 35mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 565.0; weight: 12.7; product url: [Tiger Neo N-type 72HL4-9V. 565-585 Watt. Mono Facial Module. N-Type. (565W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-neo-n-type-72hl4-9v-565-585-watt-mono-facial-module-n-type-565w-)
283,Monocrystalline PV Module  PENTA+ Premium  290  315 Watt 290W,name: Monocrystalline PV Module  PENTA+ Premium  290  315 Watt 290W; Manufacturer (Brand): Astronergy; Cell Type: Monocrystalline; Cell Dimensions: 1650 x 992 x 35mm; Number of cells: nan; Application: Residential; minimum wattage: 290.0; weight: 18.4; product url: [Monocrystalline PV Module - PENTA+ Premium - 290 - 315 Watt (290W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-monocrystalline-pv-module-penta-premium-290-315-watt-290w-)
284,QPEAK DUO BLKMLG10+ SERIES  385  405 Watt 395W,name: QPEAK DUO BLKMLG10+ SERIES  385  405 Watt 395W; Manufacturer (Brand): Q Cells; Cell Type: Monocrystalline; Cell Dimensions: 1879 x 1045 x 32mm; Number of cells: 132.0; Application: Residential; minimum wattage: 395.0; weight: 22.0; product url: [Q.PEAK DUO BLKML-G10+ SERIES - 385 - 405 Watt (395W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-q-peak-duo-blkml-g10-series-385-405-watt-395w-)
285,RSM1208580M605M   580  605 Watt 585W,name: RSM1208580M605M   580  605 Watt 585W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2172 x 1303 x 35mm; Number of cells: 120.0; Application: Commercial; minimum wattage: 585.0; weight: 30.0; product url: [RSM120-8-580M-605M -  580 - 605 Watt (585W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm120-8-580m-605m-580-605-watt-585w-)
286,Mono 420W MBB Bifacial Monocrystalline PERC  400  420 Watt 410W,name: Mono 420W MBB Bifacial Monocrystalline PERC  400  420 Watt 410W; Manufacturer (Brand): JA Solar; Cell Type: Monocrystalline; Cell Dimensions: 2037 x 1005 x 30mm; Number of cells: 144.0; Application: Residential; minimum wattage: 410.0; weight: 25.0; product url: [Mono 420W MBB Bifacial Monocrystalline PERC - 400 - 420 Watt (410W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-mono-420w-mbb-bifacial-monocrystalline-perc-400-420-watt-410w-)
287,RSM408385MB405MB  385  405 Watt 405W,name: RSM408385MB405MB  385  405 Watt 405W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 1754 x 1096 x 30mm; Number of cells: 120.0; Application: Residential; minimum wattage: 405.0; weight: 21.0; product url: [RSM40-8-385MB-405MB - 385 - 405 Watt (405W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm40-8-385mb-405mb-385-405-watt-405w-)
288,First Solar Series 6     430   460 Watt 460W,name: First Solar Series 6     430   460 Watt 460W; Manufacturer (Brand): First Solar; Cell Type: Thin-film; Cell Dimensions: 2009 x 1232 x 49mm; Number of cells: 264.0; Application: Commercial; minimum wattage: 460.0; weight: 34.5; product url: [First Solar Series 6    - 430 -  460 Watt (460W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-first-solar-series-6-430-460-watt-460w-)
289,RSM1108530BMDG550BMDG  530  550 Watt 545W,name: RSM1108530BMDG550BMDG  530  550 Watt 545W; Manufacturer (Brand): Risen Energy; Cell Type: Monocrystalline; Cell Dimensions: 2384 x 1096 x 30mm; Number of cells: 110.0; Application: Commercial; minimum wattage: 545.0; weight: 34.0; product url: [RSM110-8-530BMDG-550BMDG - 530 - 550 Watt (545W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-rsm110-8-530bmdg-550bmdg-530-550-watt-545w-)
290,HiKu6 395  420 Watt Monocrystalline PERC  395W,name: HiKu6 395  420 Watt Monocrystalline PERC  395W; Manufacturer (Brand): Canadian Solar; Cell Type: Monocrystalline; Cell Dimensions: 1722 x 1134 x 30mm; Number of cells: 108.0; Application: Residential; minimum wattage: 395.0; weight: 9.66; product url: [HiKu6. 395 - 420 Watt. Monocrystalline PERC.  (395W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-hiku6-395-420-watt-monocrystalline-perc-395w-)
291,Vertex Bifacial Dual Glass Moncosrystalline Module  480  505 Watt 500W,name: Vertex Bifacial Dual Glass Moncosrystalline Module  480  505 Watt 500W; Manufacturer (Brand): Trina Solar; Cell Type: Monocrystalline; Cell Dimensions: 2187 x 1102 x 35mm; Number of cells: 150.0; Application: Commercial; minimum wattage: 500.0; weight: 30.1; product url: [Vertex Bifacial Dual Glass Moncosrystalline Module - 480 - 505 Watt (500W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-vertex-bifacial-dual-glass-moncosrystalline-module-480-505-watt-500w-)
292,LG NeON 2 60 Cell  Monocrystalline  340  370  360W,name: LG NeON 2 60 Cell  Monocrystalline  340  370  360W; Manufacturer (Brand): LG Solar; Cell Type: Monocrystalline; Cell Dimensions: 1686 x 1016 x 40mm; Number of cells: 60.0; Application: Residential; minimum wattage: 360.0; weight: 17.1; product url: [LG NeON 2 60 Cell - Monocrystalline - 340 - 370  (360W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-lg-neon-2-60-cell-monocrystalline-340-370-360w-)
293,Tiger Pro 72HC 540560 Watt MonoFacial Module 550W,name: Tiger Pro 72HC 540560 Watt MonoFacial Module 550W; Manufacturer (Brand): Jinko Solar; Cell Type: Monocrystalline; Cell Dimensions: 2278 x 1134 x 30mm; Number of cells: 144.0; Application: Commercial; minimum wattage: 550.0; weight: 12.7; product url: [Tiger Pro 72HC. 540-560 Watt. Mono-Facial Module. (550W)](https://inxeptionmarketplace-crate.inxeption.io/purl/inxeptionenergymarketplace-tiger-pro-72hc-540-560-watt-mono-facial-module-550w-)
